"File","Para","Hits","Snippet"
"canon/03_characters/antagonist.md","78","timeline_like","- [黑奏創傷事件](../04_timeline_canon.md#event-kurokanae-trauma)：保護者人格誕生。 - [黑奏篡位](../04_timeline_canon.md#event-kurokana-usurp)：由保護者轉為統治者。 - [真身揭..."
"canon/03_characters/antagonist.md","83","glossary_like,timeline_like","- [彩 Canon Sheet](iroha.md) — 被囚禁的主人格 - [晴香 Canon Sheet](haruka.md) — 被黑奏操縱的創世者 - [Character Index](../03_character_index.md) — 角色總覽與關係網 - [..."
"canon/03_characters/ayakomoji_sou.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/ayakomoji_sou.md","8","timeline_like","| 欄位 | 內容 | |------|------| | **本名** | 綾小路操（あやこもじ そう）——生理女性，被家族強制以男性身份養育 | | **年齡** | 18 歲（帝國歷 113 年時） | | **身份** | 綾小路家族繼承人、魔法少女、傀儡師 | | **..."
"canon/03_characters/ayakomoji_sou.md","17","timeline_like","**See also**: [紗夜（次要角色）](../03_character_index.md#char-sayo) | [鏡像破碎之夜](../04_timeline_canon.md#event-mirror-shatter-night)"
"canon/03_characters/ayakomoji_sou.md","21","timeline_like","在[朱音失控期](../04_timeline_canon.md#event-misao-mediation)，操第一次不用「戰術正確」說服隊友，而是直接暴露情感：「我知妳痛，我都痛；但我唔會放棄妳。」調停仍然失敗，並以她重傷收場。   這次失敗是操心理弧的硬轉折：她確認「控制、..."
"canon/03_characters/ayakomoji_sou.md","25","glossary_like","父親的背叛（將操交給帝國）與紗夜的犧牲（臨終揭露真相）在同一夜發生。雙重打擊將操推入半[屍骸化](../02_glossary.md#term-magical-corpse)狀態。在崩潰邊緣，操做出定義性的選擇——「停留」。"
"canon/03_characters/ayakomoji_sou.md","26","timeline_like","**See also**: [鏡像破碎之夜](../04_timeline_canon.md#event-mirror-shatter-night)"
"canon/03_characters/ayakomoji_sou.md","28","timeline_like","帝國在第三幕前段把「衛生行動」升級成公開處刑公告，對外以「終極變異體」語言建構恐懼（見 [公開處刑公告（陷阱）](../04_timeline_canon.md#event-public-execution-bait)）。   對操而言，這是第二次身份剝奪：第一次來自家族把她當作..."
"canon/03_characters/ayakomoji_sou.md","36","glossary_like","**Truth（最終真相）**： - 沒有痛覺的完美比地獄更可怕 - 殘缺的身體能流出眼淚——這比完美的空殼更珍貴 - 選擇停留不是退縮，而是主體性聲明：我由我自己定義（見 [態度 vs. 命運](../02_glossary.md#term-attitude-vs-fate)）"
"canon/03_characters/ayakomoji_sou.md","40","glossary_like","**象徵**： - **精緻人偶** — 完美偽裝的具現化 / 內在空洞的映射。操的傀儡戰鬥風格本身就是她人生的隱喻：操控外物，隔離真實 - **貓咪玩偶** — 唯一不需要表演的對象。私下抱貓咪玩偶是操卸下面具的極少數時刻 - **無心完美人偶** — 形式極致的代價。完美身體..."
"canon/03_characters/ayakomoji_sou.md","49","glossary_like","父親背叛（交給帝國）+ [紗夜](../03_character_index.md#char-sayo)犧牲（臨終揭露真相）→ 半[屍骸化](../02_glossary.md#term-magical-corpse)。製作無心完美人偶 → 感受喪失 →「沒有痛覺的完美比地獄更可..."
"canon/03_characters/ayakomoji_sou.md","50","timeline_like","**See also**: [鏡像破碎之夜](../04_timeline_canon.md#event-mirror-shatter-night)"
"canon/03_characters/ayakomoji_sou.md","52","timeline_like","[嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)。測量頻率暴增 → 用絲線「整形手術」→ 第 13 天「鋼鐵獨舞」切斷變形的左手 → 最終以「人偶牆」封鎖通道保護隊友。最終宣言：「我選擇停留在我想停留的位置。這是我的態度。..."
"canon/03_characters/ayakomoji_sou.md","62","glossary_like","- **傀儡設計**：兩具巨大無臉人偶（「父」「母」），插滿刀刃與手術刀，血跡斑斑——家庭創傷的戰鬥具現化 - **戰鬥風格**：潔癖的指揮家。手指如彈鋼琴般操控傀儡，絕不讓自己的腳接觸地面——用絲線懸吊或在空中滑行 - **手套升級**：魔法蕾絲長手套（更精緻的隔離層） - *..."
"canon/03_characters/ayakomoji_sou.md","69","timeline_like","| 對象 | 關係 | 核心動態 | |------|------|---------| | [紗夜](../03_character_index.md#char-sayo) | 管家 / 真正守護者 | 唯一給予無條件愛的人；臨終真相觸發崩潰與覺醒 | | 父親 | 原生家庭 ..."
"canon/03_characters/ayakomoji_sou.md","71","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/ayakomoji_sou.md","72","timeline_like","- [操的調停嘗試（調停失敗）](../04_timeline_canon.md#event-misao-mediation)：理性協商路線崩解，觸發弧光轉向。 - [公開處刑公告（陷阱）](../04_timeline_canon.md#event-public-executi..."
"canon/03_characters/ayakomoji_sou.md","77","glossary_like,timeline_like","- [Character Index](../03_character_index.md) - [Story Outline](../05_story_outline_canon.md) — 四幕結構完整劇情 - [Timeline: 嘆息之橋](../04_timeline_c..."
"canon/03_characters/haruka.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/haruka.md","8","glossary_like,timeline_like","| 欄位 | 內容 | |------|------| | **全名** | 雨宮晴香（あめみや はるか）/ 春日井晴香（藝名） | | **年齡** | 17 歲（帝國歷 113 年時） | | **誕生** | 帝國歷 97 年 | | **身份** | 少年偶像、創世者（不..."
"canon/03_characters/haruka.md","15","timeline_like","**See also**: [Alpha Divergence 事件](../04_timeline_canon.md#event-alpha-divergence)"
"canon/03_characters/haruka.md","17","glossary_like","5 歲時，她的力量被扭曲——變成情緒炸彈。她會把周圍人的感受放大到失控程度。這份[情緒增幅器](../02_glossary.md#term-emotional-amplifier)力量既是光源，也是隨時可能引爆的災難。"
"canon/03_characters/haruka.md","19","glossary_like","為了自保，晴香的靈魂撕裂——所有無法面對的痛苦、恐懼、以及 Alpha 線的真實記憶，凝聚成潛意識人格[「夕」](../02_glossary.md#term-yu)。[秋穗](akiho.md)利用情緒力量裝置將真相封存，讓晴香只知道「媽媽生我時去世了」。"
"canon/03_characters/haruka.md","25","timeline_like","在[真相揭露（膠布哲學第三層）](../04_timeline_canon.md#event-band-aid-third-reveal)中，晴香被迫聽見最殘酷的命名：Beta 線不是救贖完成，而是「在屍體上貼膠布」的延後崩解。   這一步把晴香的罪責感由「我救唔到人」升級成「我..."
"canon/03_characters/haruka.md","29","glossary_like","**Need（隱性需求）**： - 直面 [Alpha 線](../02_glossary.md#term-alpha-line)真相，接納自己作為「創世者」的責任 - 整合[夕](yu.md)，承認自己的陰影面 - 學會「我唔用魔法都要照顧自己」——不依賴拯救他人來證明存在價值"
"canon/03_characters/haruka.md","31","glossary_like","**Truth（最終真相）**： - 無法改變事實（Alpha），只能[改變態度](../02_glossary.md#term-attitude-vs-fate)（Beta） - 代價不會憑意志蒸發；她唯一能主導的是「如何承擔」與「為誰承擔」（規則口徑見 [情緒守恆](../0..."
"canon/03_characters/haruka.md","35","glossary_like","**象徵**： - **光與陰影的雙生子** — 晴香與[夕](yu.md)的共生關係，太陽必然伴隨影子 - **痛苦的容器（靜止搖籃）** — 最終形態：成為世界的情緒濾網，吸收並轉化[集體潛意識](../02_glossary.md#term-collective-uncon..."
"canon/03_characters/haruka.md","41","glossary_like,timeline_like","經歷[凜的犧牲](../04_timeline_canon.md#event-rin-sacrifice)、[三位一體光譜](../02_glossary.md#term-trinity-spectrum)真相揭露、系統本質暴露。英雄敘事崩塌。髮色暗淡，眼中高光消失，身上出現第一..."
"canon/03_characters/haruka.md","45","glossary_like","覺醒但失去記憶。成為「靜止搖籃」——世界的情緒濾網，吸收並轉化[集體潛意識](../02_glossary.md#term-collective-unconscious)的負面情緒。純白髮，近乎透明的灰白瞳孔。服裝融合了[夕](yu.md)的黑色元素。情感徹底耗損後的「空殼感」與..."
"canon/03_characters/haruka.md","48","glossary_like","1. **[膠布哲學](../02_glossary.md#term-band-aid-philosophy)** — 在手指或手臂貼彩色膠布，「痛是證據」。每次貼膠布都是儀式化的自我提醒 2. **鏡中對話** — 經常對著鏡子自言自語，試圖與[夕](yu.md)溝通（早期）或..."
"canon/03_characters/haruka.md","64","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/haruka.md","65","timeline_like","- [Alpha 分歧創世](../04_timeline_canon.md#event-alpha-divergence)：5 歲晴香創造 Beta 線的原罪起點。 - [經理人背叛／形象商品化](../04_timeline_canon.md#event-manager-be..."
"canon/03_characters/haruka.md","70","glossary_like,timeline_like","- [Character Index](../03_character_index.md) - [Story Outline](../05_story_outline_canon.md) — 四幕結構完整劇情 - [Timeline](../04_timeline_canon.m..."
"canon/03_characters/iroha.md","2","timeline_like","> **讀者指引**：本頁是「彩」的 Canon Sheet——被囚禁在自己靈魂深處的主人格。她與[黑奏](antagonist.md)共享一具身體，卻被剝奪了一切行動自由。 > 理解彩必須先理解螢的死亡（[Timeline](../04_timeline_canon.md#ev..."
"canon/03_characters/iroha.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/iroha.md","8","timeline_like","| 項目 | 內容 | |------|------| | 本名 | 澄川彩（改名神樂彩，帝國皇帝收養後） | | 年齡 | 40 歲（帝國歷 113 年時；外表為轉校生少女） | | 誕生 | 帝國歷 73 年（夜區戰爭孤兒） | | 創傷事件 | 帝國歷 79 年——6 歲時..."
"canon/03_characters/iroha.md","12","glossary_like","6 歲起被困在自己靈魂最深處。螢死去那一刻，[黑奏](antagonist.md)保護者人格誕生，將彩鎖進[心房](../02_glossary.md#term-heart-chamber)最裏層——從此彩只能以觀察者身份目睹黑奏以她名義做的一切。"
"canon/03_characters/iroha.md","13","glossary_like","彩的囚禁不是物理性的，而是心理性的。她的[心房](../02_glossary.md#term-heart-chamber)被黑奏重構為一個永遠停留在通風管道那夜的空間——黑暗、狹窄、充滿螢的血腥氣味。彩在這裏等待了 34 年。"
"canon/03_characters/iroha.md","15","glossary_like,timeline_like","帝國歷 79 年，靈樹戰爭末期。6 歲的彩和螢藏在[夜區](../02_glossary.md#term-night-district)建築的通風管道中躲避帝國軍搜索。彩因恐懼過度換氣，無法控制呼吸。哭聲穿透薄弱的管壁，引來士兵腳步聲。"
"canon/03_characters/iroha.md","17","timeline_like","**See also**: [Timeline — 螢的死亡](../04_timeline_canon.md#event-hotaru-death) | [螢（次要角色）](../03_character_index.md#char-hotaru)"
"canon/03_characters/iroha.md","19","glossary_like","「有牠陪著妳，就等於我陪著妳。」這隻熊公仔是彩與黑奏的共享契約信物（[心匣條目](../02_glossary.md#term-heart-container)；[物件規格](../07_entities_and_devices.md#section-heart-containe..."
"canon/03_characters/iroha.md","21","glossary_like","被囚禁的彩目睹了黑奏以她名義做的一切——篡奪帝國、製造[情緒病毒](../02_glossary.md#term-emotion-virus)、操縱[晴香](haruka.md)。她無法呼喊、無法阻止，只能在潛意識深處無聲哭泣。"
"canon/03_characters/iroha.md","25","glossary_like","帝國廣場決戰。黑奏啟動[共振地獄](../02_glossary.md#term-resonance-hell)，強制連結所有人類神經。[緋潮](../02_glossary.md#term-scarlet-tide)反噬即將撕裂天空。在這一刻，彩用盡 34 年積蓄的全部意志奪回..."
"canon/03_characters/iroha.md","26","glossary_like","彩沒有說話。她只是抬起手，燃燒自己的靈魂填補天空裂痕。不是為了贖罪，不是為了英雄式的結局——只是因為：「這是我自己選擇的。」靈魂在燃燒中散發出金色光芒，與[緋潮](../02_glossary.md#term-scarlet-tide)的猩紅交織，風暴平息。"
"canon/03_characters/iroha.md","28","glossary_like,timeline_like","靈魂燃燒後並未消散——被[集體潛意識](../02_glossary.md#term-collective-unconscious)捕獲，投入永恆的時間迴圈。在每個時間線中，她回到帝國歷 79 年的通風管道那夜。她不再逃跑，不再哭泣，不再因恐懼而換氣過度。她選擇在每一次輪迴中，阻..."
"canon/03_characters/iroha.md","30","timeline_like","**See also**: [Timeline — 最終決戰](../04_timeline_canon.md#event-final-battle)"
"canon/03_characters/iroha.md","37","glossary_like","| 符號 | 意義 | |------|------| | 殘舊熊公仔 | 螢的遺物 / 愛的形態 / 彩與黑奏共享的契約信物（[心匣](../02_glossary.md#term-heart-container)） | | 通風管道 | 創傷起源 / 永恆輪迴的起點 | | ..."
"canon/03_characters/iroha.md","42","glossary_like","[黑奏](antagonist.md)偽裝成轉校生「彩」接近[晴香](haruka.md)。真正的彩被囚禁在[心房](../02_glossary.md#term-heart-chamber)深處觀看——目睹黑奏模仿自己的笑容、用自己的聲音說謊。最殘酷的是：黑奏的偽裝完美到連晴香..."
"canon/03_characters/iroha.md","45","glossary_like","黑奏以彩的名義全面展開計劃——推廣 [Emo-Visor](../02_glossary.md#term-emo-visor)、收割[情緒能量](../02_glossary.md#term-emotional-erosion)、養殖極限情感數據。彩目睹一切卻無力阻止。每一次黑奏..."
"canon/03_characters/iroha.md","48","glossary_like,timeline_like","帝國廣場[最終決戰](../04_timeline_canon.md#event-final-battle)。黑奏啟動[共振地獄](../02_glossary.md#term-resonance-hell)。彩用盡全部意志奪回身體控制權——34 年的沉默在這一刻爆發。她燃燒靈魂..."
"canon/03_characters/iroha.md","51","glossary_like","靈魂被[集體潛意識](../02_glossary.md#term-collective-unconscious)捕獲，回到通風管道那夜。她在每個時間線中守護 6 歲的自己——不是消滅黑奏，而是讓年幼的彩學會自己面對恐懼。"
"canon/03_characters/iroha.md","52","glossary_like","這不是懲罰——這是她選擇的[態度](../02_glossary.md#term-attitude-vs-fate)。在每一次輪迴中，彩證明了她的 Truth：承認痛苦不等於軟弱。"
"canon/03_characters/iroha.md","56","glossary_like","1. **沉默的哭泣**：在潛意識深處無聲哭泣，淚水在[心房](../02_glossary.md#term-heart-chamber)中結晶化 2. **擁抱熊公仔**：在意識空間中緊抱螢的遺物——唯一的安慰 3. **對晴香的回應**：晴香的善意觸動情緒波動，偶爾在黑奏的控..."
"canon/03_characters/iroha.md","68","glossary_like","| 對象 | 關係 | 性質 | |------|------|------| | [黑奏](antagonist.md) | 保護者人格 / 囚禁者 | 黑奏為保護彩而誕生，最終成為彩最大的牢籠。彩的覺醒意味著否定黑奏 34 年的「保護」 | | [螢](../03_chara..."
"canon/03_characters/iroha.md","70","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/iroha.md","71","timeline_like","- [彩誕生](../04_timeline_canon.md#event-aya-birth)：主人格時間循環的起點。 - [螢之死](../04_timeline_canon.md#event-hotaru-death)：促發黑奏人格誕生的創傷節點。 - [彩的覺醒與犧牲](..."
"canon/03_characters/iroha.md","76","glossary_like,timeline_like","- [黑奏 Canon Sheet](antagonist.md) — 保護者人格的完整檔案 - [晴香 Canon Sheet](haruka.md) — 被黑奏操縱的創世者 - [Character Index](../03_character_index.md) — 角色總..."
"canon/03_characters/iwakura_akane.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/iwakura_akane.md","8","glossary_like,timeline_like","| 欄位 | 內容 | |------|------| | **全名** | 岩倉朱音（いわくら あかね） | | **年齡** | 18 歲（帝國歷 113 年時） | | **出身** | 夜區毒品街區 | | **家庭** | 父母（[情緒膠囊](../02_glossar..."
"canon/03_characters/iwakura_akane.md","20","timeline_like","**See also**: [小光](ko_hikaru.md) | [小光之死](../04_timeline_canon.md#event-ko-hikaru-death)"
"canon/03_characters/iwakura_akane.md","22","glossary_like","小光[屍骸化](../02_glossary.md#term-magical-corpse)後，被[黑奏](antagonist.md)操控。朱音無法接受小光的「死亡」，選擇建立「屍骸樂園」——收容所有無主屍骸，成為屍骸首領。她將屍骸視為「飢餓的孩子」，試圖透過保護它們來彌補未能..."
"canon/03_characters/iwakura_akane.md","23","timeline_like","**See also**: [恐怖遊樂場事件](../04_timeline_canon.md#event-terror-playhouse)"
"canon/03_characters/iwakura_akane.md","25","timeline_like","在[操的調停嘗試](../04_timeline_canon.md#event-misao-mediation)中，朱音其實第一次被隊友正面承認痛苦，但她仍選擇拒絕。對朱音而言，若接受這份理解，就等於承認自己仍有「回到人群」的可能；而這會直接撞上她最深的罪惡感（弟弟與小光）。  ..."
"canon/03_characters/iwakura_akane.md","27","timeline_like","帝國歷 114 年 Day 14，朱音穿著垃圾製成的鎧甲、手持生鏽電鋸回到隊伍。她以過載變身加上吞下過期糖果毒素觸發自爆——將自己燃燒成一座糖果山，保護隊友撤退。遺言：「我唔想再一個人食飯。」"
"canon/03_characters/iwakura_akane.md","28","timeline_like","**See also**: [嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)"
"canon/03_characters/iwakura_akane.md","34","glossary_like","**Truth（最終真相）**： - 給予比索取更能填補空虛 - 出於愛的犧牲比義務更動人 - 治癒失敗不代表無法選擇如何燃燒（[態度 vs. 命運](../02_glossary.md#term-attitude-vs-fate)）"
"canon/03_characters/iwakura_akane.md","38","glossary_like","**象徵**： - **過期罐頭** — [Alpha 線](../02_glossary.md#term-alpha-line)空米缸的過度補償；在 Beta 線中病態囤積食物，用物質填補永遠填不滿的飢餓 - **波板糖** — 小光的遺物。甜蜜與死亡的雙重象徵——弟弟死於「糖..."
"canon/03_characters/iwakura_akane.md","43","glossary_like","以戰鬥成癮者身份加入隊伍。囤積戰利品、過期罐頭、螺絲釘——[Alpha 線](../02_glossary.md#term-alpha-line)空米缸的過度補償。過度殘暴的戰鬥風格引起隊友不安，但她的戰鬥力不可否認。病態囤積與永恆警戒暗示深層創傷。"
"canon/03_characters/iwakura_akane.md","45","glossary_like","遇見[小光](ko_hikaru.md)——學會「給予」，短暫體驗溫暖。但小光[屍骸化](../02_glossary.md#term-magical-corpse)後，[黑奏](antagonist.md)操控小光的屍骸。朱音精神崩潰，墮落為屍骸首領，建立「屍骸樂園」。"
"canon/03_characters/iwakura_akane.md","47","rule_like","本幕的角色功能是把朱音推到「被愛也不敢回頭」的位置。   她把屍骸當作可被餵養的孩子，實際上是在拒絕承認自己的喪失已不可逆。這種拒認讓她與隊伍必然對立。"
"canon/03_characters/iwakura_akane.md","49","timeline_like","[嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)的回歸，標誌朱音由「索取型存活」轉成「給予型離場」。   她最後承認的不是英勇，而是最基本的人類需求：想同人一齊食飯。這句遺言令她的贖罪回到關係，而不是回到神話。"
"canon/03_characters/iwakura_akane.md","52","glossary_like","1. **病態囤積** — 魔法空間塞滿過期罐頭、螺絲釘、碎布——任何「可能有用」的東西。Alpha 線飢餓記憶的過度補償 2. **戰鬥成癮** — 過度殘暴的戰鬥風格，只有在 High 狀態才能忘記弟弟死亡的畫面。戰後會出現明顯的戒斷反應（顫抖、盜汗） 3. **穿鞋守門**..."
"canon/03_characters/iwakura_akane.md","61","glossary_like","- **牙齒**：平時虎牙 → 戰鬥時嘴角裂開到耳根露出鯊魚齒（[執念飽和](../02_glossary.md#term-saturation-of-obsession)的視覺化） - **鏡像本體**：餓鬼——皮包骨、嘴巴被縫死。Alpha 線飢餓記憶的具象化"
"canon/03_characters/iwakura_akane.md","68","timeline_like","| 對象 | 關係 | 核心動態 | |------|------|---------| | [小光](ko_hikaru.md) | 溫暖錨點 / 墮落起因 | 唯一對她好的人；屍骸化後成為朱音墮落的導火線 | | [晴香](haruka.md) | 隊友 | 映照晴香「拯救者..."
"canon/03_characters/iwakura_akane.md","70","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/iwakura_akane.md","71","timeline_like","- [朱音創傷事件](../04_timeline_canon.md#event-akane-trauma)：弟弟死亡導致執念定向。 - [操的調停嘗試（調停失敗）](../04_timeline_canon.md#event-misao-mediation)：被理解後的反彈，確..."
"canon/03_characters/iwakura_akane.md","76","glossary_like,timeline_like","- [Character Index](../03_character_index.md) - [Story Outline](../05_story_outline_canon.md) — 四幕結構完整劇情 - [Timeline: 嘆息之橋](../04_timeline_c..."
"canon/03_characters/ko_hikaru.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/ko_hikaru.md","8","glossary_like,timeline_like","| 欄位 | 內容 | |------|------| | **全名** | 小光（こ ひかる） | | **年齡** | 8–10 歲（帝國歷 113 年時） | | **身份** | 夜區貧困小學生、[朱音](iwakura_akane.md)的溫暖錨點 | | **死亡/轉..."
"canon/03_characters/ko_hikaru.md","14","glossary_like","[朱音](iwakura_akane.md)因魔力戒斷狀態導致力量中斷，無法保護小光。[屍骸](../02_glossary.md#term-magical-corpse)襲擊降臨時，朱音只能眼睜睜看著小光被殺——然後變成 Type B 廢鐵型屍骸。那個曾經分享糖果的小男孩，現在..."
"canon/03_characters/ko_hikaru.md","15","timeline_like","**See also**: [Timeline — 小光之死](../04_timeline_canon.md#event-ko-hikaru-death)"
"canon/03_characters/ko_hikaru.md","27","rule_like,glossary_like","**主題關聯**：子主題 A「力量的代價」——朱音的力量中斷直接導致小光的死亡。子主題 C「身份的本質」——屍骸化後的小光還是小光嗎？朱音選擇相信「是」，這個信念定義了她的墮落。[執念飽和](../02_glossary.md#term-saturation-of-obsessi..."
"canon/03_characters/ko_hikaru.md","33","glossary_like","[屍骸](../02_glossary.md#term-magical-corpse)襲擊中小光被殺、變成 Type B 廢鐵型屍骸。朱音的世界崩塌。[黑奏](antagonist.md)的耳語「他沒有死」成為朱音墮落的催化劑。小光的屍骸手中依然握著發黑的波板糖——這個畫面是全作..."
"canon/03_characters/ko_hikaru.md","34","timeline_like","**See also**: [Timeline — 嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)"
"canon/03_characters/ko_hikaru.md","36","glossary_like","在朱音建立的屍骸樂園中，小光被守護著。但飢餓本能逐漸失控——屍骸的「肚餓」不是生理需求，而是[情緒侵蝕](../02_glossary.md#term-emotional-erosion)的表現。小光開始對朱音以外的人伸出手，不再是擁抱，而是撕扯。"
"canon/03_characters/ko_hikaru.md","38","timeline_like","透過朱音的最終犧牲，小光代表的主題完成收束——「出於愛的墮落」。朱音在[嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)上燃燒自己，最後對小光的屍骸說：「唔好再肚餓了。」波板糖在火焰中融化，甜味與焦味混合。"
"canon/03_characters/ko_hikaru.md","56","glossary_like,timeline_like","| 對象 | 關係 | 核心動態 | |------|------|---------| | [朱音](iwakura_akane.md) | 溫暖錨點 / 墮落起因 | 生前是朱音唯一的光；屍骸化後成為朱音墮落為屍骸首領的直接原因 | | [黑奏](antagonist.md)..."
"canon/03_characters/ko_hikaru.md","58","timeline_like","## <a id=""section-event-anchors""></a>關鍵事件錨點（Timeline 對齊）"
"canon/03_characters/ko_hikaru.md","59","timeline_like","- [小光日常](../04_timeline_canon.md#event-ko-hikaru-daily)：朱音人性錨點建立。 - [小光之死](../04_timeline_canon.md#event-ko-hikaru-death)：朱音墮落與主線轉折觸發。 - [朱音..."
"canon/03_characters/ko_hikaru.md","64","glossary_like,timeline_like","- [朱音 Canon Sheet](iwakura_akane.md) — 小光墮落的直接承受者 - [黑奏 Canon Sheet](antagonist.md) — 操縱朱音的幕後者 - [Character Index](../03_character_index.md)..."
"canon/03_characters/miyako.md","6","glossary_like","- 本文件只負責該角色的人設真相、心理弧、關係與不可改設定。 - 術語/規則/事件只連到 Canon，不在此重寫完整定義。"
"canon/03_characters/miyako.md","8","glossary_like,timeline_like","| 欄位 | 內容 | |------|------| | **本名** | 雨宮美夜子（改名水無月美夜子，象徵與過去決裂） | | **年齡** | 21 歲（帝國歷 113 年時），視覺年齡 16 | | **誕生** | 帝國歷 76 年 | | **死亡** | 帝國歷 ..."
"canon/03_characters/miyako.md","12","glossary_like,timeline_like","在所有主要角色中，美夜子擁有獨特定位——她是唯一在 [Alpha 線](../02_glossary.md#term-alpha-line)中真正死亡的角色。後續「被拉回」不是奇蹟，而是整個體制代價的集中體現；客觀事件鏈以 [Timeline：美夜子復活](../04_timel..."
"canon/03_characters/miyako.md","13","glossary_like","- **Alpha 線**：突然中斷，留下無數遺憾（無法告別、無法看晴香長大） - **Beta 線**：倒數計時的借來時光（知道隨時會消失） - **深層意義**：[Beta 線](../02_glossary.md#term-beta-line)不是為了「復活」，而是為了「道..."
"canon/03_characters/miyako.md","14","timeline_like","**See also**: [Alpha Divergence 事件](../04_timeline_canon.md#event-alpha-divergence)"
"canon/03_characters/miyako.md","16","glossary_like","美夜子的貓形態對她而言不是「可選能力」，而是被迫承接的身份。   她同時被保護、也被剝奪：能活下來，卻失去以原本姿態告別的權利。規則細節見 [Glossary：避難所詛咒](../02_glossary.md#term-sanctuary-curse)。"
"canon/03_characters/miyako.md","19","glossary_like","復活後失去記憶，被編入帝國軍方「魔法少女部隊」，代號 [Unit 01](../02_glossary.md#term-unit-01)。在部隊中，她與 4 號魔法少女[凜](rin.md)並肩作戰，兩人建立深厚戰友情誼。"
"canon/03_characters/miyako.md","21","timeline_like","凜的死亡不是單一創傷事件，而是美夜子人格防線被打穿的起點。   自此她把「活著」理解為「欠下來的時間」，並以介錯人角色壓住崩潰。事件細節見 [Timeline：凜的犧牲](../04_timeline_canon.md#event-rin-sacrifice)。"
"canon/03_characters/miyako.md","22","timeline_like","**See also**: [凜犧牲事件](../04_timeline_canon.md#event-rin-sacrifice)"
"canon/03_characters/miyako.md","30","glossary_like","**Need（隱性需求）**： - 接受自己是「借來的生命」，學會放手 - 打破[避難所詛咒](../02_glossary.md#term-sanctuary-curse)，獲得「光榮戰死」的權利 - 在信賴的人面前大哭一場——證明即使軟弱也值得被愛"
"canon/03_characters/miyako.md","32","glossary_like","**Truth（最終真相）**： - 存在的價值不在於有用，而在於被愛 - 接受失去，才能真正道別 - 死亡的意義在於選擇——主動放手 vs 被動失去（[態度 vs. 命運](../02_glossary.md#term-attitude-vs-fate)）"
"canon/03_characters/miyako.md","36","glossary_like","**象徵**： - **黑貓** — 被[詛咒](../02_glossary.md#term-sanctuary-curse)的守護、無法死去的悲哀、最厭惡卻被迫承受的形態 - **借來的生命** — 倒數計時的道別禮物；Beta 線本身就是一張「借來的膠布」 - **槍** ..."
"canon/03_characters/miyako.md","42","timeline_like","[凜犧牲](../04_timeline_canon.md#event-rin-sacrifice)的光環 PTSD 全面爆發。恢復人形後戰鬥風格發生根本轉變：從琉璃緞帶 + 冰刀的優雅冰舞，轉為雙持衝鋒槍的「子彈圓舞曲」。她拒絕大量魔法輸出，信奉「鋼鐵才是信條」。"
"canon/03_characters/miyako.md","44","timeline_like","面對「借來的生命」真相——她本該在 Alpha 線安息，Beta 線的存在本身就是一場倒數。[嘆息之橋](../04_timeline_canon.md#event-bridge-of-sighs)中[朱音](iwakura_akane.md)和[操](ayakomoji_sou..."
"canon/03_characters/miyako.md","46","glossary_like","[Dark Healing](../02_glossary.md#term-dark-healing) 三大治癒時刻之一。美夜子終於允許自己脆弱——在信賴的人面前痛哭失聲。這不是軟弱，而是「借來的生命」最珍貴的瞬間：用眼淚證明自己還是人。"
"canon/03_characters/miyako.md","49","timeline_like","**事件位置**：[Timeline: 美夜子的三段式覺醒](../04_timeline_canon.md#event-miyako-awakening)"
"canon/03_characters/miyako.md","50","glossary_like","美夜子在「貓殼碎裂」後進入重度解離，核心恐懼是：即使回到人形，自己仍可能只是「功能性的兵器殘骸」，而非真正活著的人。   她因此進行一次[存在確認測試](../02_glossary.md#term-existence-validation-test)：企圖用強烈生理刺激確認「我..."
