"SourcePath","CU_ID","CU_HASH","Included","Dest","Handling","Score","Status","Reason"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U076","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U077","3cff07fb4922","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-3cff07fb4922","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U078","63998ed3fa8d","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-63998ed3fa8d","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U079","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U080","250281a592d4","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-250281a592d4","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U081","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U082","7fea3878d5ea","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-7fea3878d5ea","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U083","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U084","a0248e7cc844","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-a0248e7cc844","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U085","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U086","15259dabf931","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-15259dabf931","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U087","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U088","c1a9ec92ffc1","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-c1a9ec92ffc1","REPHRASED","0.92","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U089","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U090","74e6a343dd73","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-74e6a343dd73","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U091","53e4a9428076","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-53e4a9428076","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U092","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U093","c727c2c0c443","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-c727c2c0c443","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U094","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U095","3bb51637ded5","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-3bb51637ded5","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U096","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U097","51d71a3605e6","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-51d71a3605e6","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U098","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U099","7a86196b1de0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-7a86196b1de0","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U100","bf87679dafcd","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-bf87679dafcd","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U101","e200f1bf9636","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e200f1bf9636","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U102","82ceafec75fd","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-82ceafec75fd","REPHRASED","0.91","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U103","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U104","68f327ba1f4e","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-68f327ba1f4e","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U105","279285aff570","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-279285aff570","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U106","0c3e1c1b50e0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0c3e1c1b50e0","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U107","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U108","f5e5fb8437d4","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-f5e5fb8437d4","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U109","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U110","143376979305","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-143376979305","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U111","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U112","08c262cdf76f","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-08c262cdf76f","REPHRASED","0.92","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U113","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U114","da1ab6ec2d85","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-da1ab6ec2d85","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U115","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U116","56d2bf93aa3b","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-56d2bf93aa3b","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U117","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U118","57310cbbaf86","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-57310cbbaf86","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U119","b28019bacb0e","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-b28019bacb0e","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U120","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U121","eebad628f5ac","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-eebad628f5ac","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U122","e03cffd67135","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-e03cffd67135","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U123","7364ab701e5a","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-7364ab701e5a","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U124","0e566e5e2bb0","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-0e566e5e2bb0","DUPLICATE-REF","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U125","aa0dce8c8874","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-aa0dce8c8874","REPHRASED","0.92","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U126","9edef2b07dbf","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-9edef2b07dbf","REPHRASED","1","PASS",""
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U127","58b63e273b96","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-58b63e273b96","ARCHIVED","1","PASS","structural-unit-archived"
"backup/director/Character_Atmosphere_Director_Handbook_Four_Act_Structure.md","Character_Atmosphere_Director_Handbook_Four_Act_Structure::H**角色氛圍的導演手冊：四幕結構下的情感調度**/**引言：氛圍是角色的靈魂外衣**/**第三幕 (轉)：崩潰點**/**第三幕關鍵場景的導演指示**/**場景B-2：操「無心的完美人偶」（鏡像破碎之夜後）**::U128","5e4609a8e4ba","YES","legacy/source-backup-director-character-atmosphere-director-handbook-four-act-structure-md.md#cu-5e4609a8e4ba","REPHRASED","1","PASS",""
